subid,proba,pred
20170118-ST001-Elison_BSLERP_939785_01_01_MR-SE025-T1w,0.44,0.0
20171205-ST001-BSLERP284149-v03-1-12mo_MR-SE003-T1w,0.42,0.0
20170311-ST001-Elison_BSLERP_755330_04_01_MR-SE003-T1w_Defaced,0.57,1.0
MNBCP470431-v04-1-15mo-20170727_3_T1w,0.43,0.0
NCBCP832130-v01-1-55mo_12_T1w,0.84,1.0
BCP-650295-67mo-v1_14_T1w,0.95,1.0
MNBCP277066-v04-1-13mo-20170710_3_T1w,0.54,1.0
BSLERP_243511-20170113_3_T1w,0.86,1.0
BCP-607764-15mo-v1_3_T1w,0.47,0.0
NCBCP412584-v02-1-13mo_3_T1w,0.48,0.0
NCBCP146505-v04-1-33mo_7_T1w,0.48,0.0
20170125-ST001-Elison_BSLERP_597306_03_01_MR-SE003-T1w,0.44,0.0
20190417-ST001-MNBCP629130-v06-1-26mo_MR-SE015-T1w,0.35,0.0
760812-BSLERP-20160308_3_T1w_Defaced,0.5,0.0
NCBCP385434-v05-1-23mo_2_T1w,0.44,0.0
20180517-ST001-MNBCP938316-v02-1-5mo_MR-SE003-T1w,0.39,0.0
20170811-ST001-BCP584381_V1_A_MR-SE004-T1w,0.41,0.0
20200311-ST001-MNBCP779253-v03-2-16mo_MR-SE003-T1w,0.44,0.0
NCBCP793775-v04-1-9mo_3_T1w,0.63,1.0
BCP_752735-48mo-v1_2_T1w,0.49,0.0
20170921-ST001-MNBCP401592-v02-2-9mo_MR-SE004-T1w,0.53,1.0
NCBCP456907-v04-1-12mo_2_T1w,0.43,0.0
20170305-ST001-Elison_BSLERP_794626_06_01_MR-SE003-T1w_Defaced,0.46,0.0
20180306-ST001-MNBCP801091-v06-1-24mo_MR-SE002-T1w,0.46,0.0
BSLERP_470431-20170130_3_T1w,0.42,0.0
20170424-ST001-Elison_BSLERP_939785_02_01_MR-SE002-T1w,0.51,1.0
NCBCP418793-v01-1-9mo_2_T1w,0.46,0.0
20171016-ST001-MNBCP726893-v02-1-5mo_MR-SE003-T1w,0.41,0.0
20170525-ST001-Elison_BSLERP_147207_01_01_MR-SE003-T1w_Defaced,0.35,0.0
NCBCP456907-v05-1-15mo_2_T1w,0.44,0.0
20160328-ST002-Elison_BSLERP_505499_03_01_MR-SE010-T1w_Defaced,0.84,1.0
20170503-ST001-Elison_BSLERP_940808_02_MR-SE003-T1w_Defaced,0.47,0.0
20180121-ST001-MNBCP439999-v01-1-11mo_MR-SE002-T1w,0.4,0.0
20171003-ST001-MNBCP676274-v01-2-19mo_MR-SE003-T1w,0.44,0.0
20160219-ST001-Elison_BSLERP_320544_2_1_MR-SE003-T1w,0.82,1.0
BSLERP_960370-20160928_3_T1w,0.4,0.0
BCP-294064-16mo-v1-retry_15_reg3_T1w,0.41,0.0
20180808-ST001-MNBCP907184-v01-1-16mo_MR-SE003-T1w,0.45,0.0
20190225-ST001-MNBCP933910-v06-01-24mo_MR-SE002-T1w,0.46,0.0
20190815-ST001-MNBCP907184-v03-1-28mo_MR-SE018-T1w,0.78,1.0
20171019-ST001-MNBCP198202-v03-1-11mo_MR-SE003-T1w,0.44,0.0
20190916-ST001-MNBCP611881-v02-1-14mo_MR-SE003-T1w,0.48,0.0
20190828-ST002-MNBCP568614-v01-1-37mo_MR-SE010-T1w,0.95,1.0
20191120-ST001-MNBCP315519-v01-1-11mo_MR-SE005-T1w,0.41,0.0
20151021-ST001-Elison_BLSERP_455675_03_01_MR-SE003-T1w_Defaced,0.48,0.0
NCBCP575848-v01-1-37mo-20171011_12_T1w,0.96,1.0
20150908-ST001-Elison_BSLERP_272097_03_01_MR-SE003-T1w_Defaced,0.44,0.0
BSLERP_455675-20161011_3_T1w,0.44,0.0
NCBCP664313-v01-1-2mo_7_T1w,0.44,0.0
NCBCP125105-v01-1-49mo_13_T1w,0.61,1.0
NCBCP125105-v01-1-49mo_9_T1w,0.58,1.0
NCBCP868724-v08-1-26mo_3_T1w,0.37,0.0
20180726-ST001-MNBCP185373-v01-2-20mo_MR-SE003-T1w,0.38,0.0
20180908-ST001-MNBCP830201-v02-1-15mo_MR-SE002-T1w,0.42,0.0
NCBCP868724-v01-1-2mo_2_T1w,0.61,1.0
20160510-ST002-Elison_BSLERP_277762_04_01_MR-SE033-T1w,0.47,0.0
BCP-382287-2wk-v1_2_T1w,0.45,0.0
20170109-ST001-Elison_BSLERP_838827_01_01_MR-SE002-T1w_Defaced,0.55,1.0
BSLERP_794032-20161212_2_T1w,0.51,1.0
20170718-ST001-Elison_BSLERP_805063_04_01_MR-SE002-T1w,0.46,0.0
NCBCP509669-v01-1-42mo_12_T1w,0.79,1.0
20160303-ST002-ELISON_BSLERP_761247_01_01_MR-SE002-T1w_Defaced,0.62,1.0
MNBCP469900-v02-1-8mo-20170712_4_T1w,0.71,1.0
20161121-ST001-Elison_BSLERP_932286_04_02_MR-SE002-T1w_Defaced,0.91,1.0
760812-BSLERP-20160308_2_T1w,0.46,0.0
20170714-ST001-BCP198549_01_01_MR-SE002-T1w,0.44,0.0
BSLERP_932286-20160801_3_T1w_Defaced,0.54,1.0
20171206-ST002-MNBCP401592-v03-1-12mo_MR-SE002-T1w,0.42,0.0
20170419-ST001-Elison_BSLERP_200919_01_02_MR-SE002-T1w,0.53,1.0
20180326-ST001-MNBCP284149-v04-1-15mo_MR-SE003-T1w,0.48,0.0
NCBCP529587-v01-1-37mo_3_T1w,0.81,1.0
20180629-ST001-MNBCP552990-v05-1-14mo_MR-SE003-T1w,0.52,1.0
BSLERP_223008-20150210_2_T1w,0.72,1.0
NCBCP111521-v04-1-35mo_2_T1w,0.75,1.0
NCBCP530066-v03-1-16mo_3_T1w,0.47,0.0
BSLERP_597306-20160803_2_T1w,0.43,0.0
20181030-ST001-MNBCP908191-v03-1-28mo_MR-SE003-T1w,0.41,0.0
20180724-ST001-MNBCP477045-v03-1-16mo_MR-SE002-T1w,0.48,0.0
20170615-ST001-Elison_BSLERP_978698_02_01_MR-SE003-T1w,0.4,0.0
20180119-ST002-MNBCP198202-v04-1-14mo_MR-SE002-T1w,0.4,0.0
NCBCP218663-v05-1-21mo_3_T1w,0.44,0.0
20170707-ST001-Elison_BSLERP_838827_03_01_MR-SE002-T1w,0.5,0.0
20170531-ST001-Elison_BSLERP_851956_01_01_MR-SE002-T1w_Defaced,0.46,0.0
20170518-ST001-Elison_BSLERP_470431_03_01_MR-SE002-T1w,0.43,0.0
NCBCP537715-v01-1-49mo-20170215_9_T1w,0.57,1.0
MNBCP469822-v02-2-25mo-20181111_3_T1w,0.42,0.0
NCBCP986700-v01-1-44mo-20161201_11_T1w,0.95,1.0
NCBCP364820-v01-1-69mo_9_T1w,0.66,1.0
20190912-ST001-MNBCP857459-v02-1-12mo_MR-SE003-T1w,0.48,0.0
20171205-ST001-BSLERP284149-v03-1-12mo_MR-SE002-T1w,0.46,0.0
BSLERP_557806-20160819_3_T1w_Defaced,0.59,1.0
NCBCP772313-v01-1-47mo_9_T1w,0.43,0.0
20160615-ST001-Elison_BSLERP_850013_04_01_MR-SE003-T1w_Defaced,0.58,1.0
BCP-158643-34mo-v2_8_T1w,0.42,0.0
BCP-866106-48mo-v1_12_T1w,0.47,0.0
20170517-ST001-Elison_BSLERP_645257_01_01_MR-SE004-T1w,0.4,0.0
BCP-650295-67mo-v1_10_T1w,0.88,1.0
20181005-ST001-MNBCP706655-v03-1-15mo_MR-SE010-T1w,0.53,1.0
20180510-ST001-MNBCP439999-v02-1-14mo_MR-SE003-T1w,0.45,0.0
20190114-ST001-MNBCP372377-v05-2-14mo_MR-SE003-T1w,0.4,0.0
NCBCP382287-v04-1-9mo_3_T1w,0.5,0.0
NCBCP200474-v06-1-24mo_6_T1w,0.44,0.0
20170817-ST001-Elison_BSLERP_198202_02_01_MR-SE002-T1w,0.54,1.0
NCBCP505525-v08-1-23mo_3_T1w,0.48,0.0
NCBCP758603-v09-2-43mo_2_T1w,0.96,1.0
MNBCP684448-v02-2-5mo_MR-SE003-T1w,0.47,0.0
BSLERP_716498-20150819_6_T1w,0.48,0.0
20190914-ST001-MNBCP261266-v03-2-29mo_MR-SE005-T1w,0.47,0.0
NCBCP774004-v02-2-24mo_3_T1w,0.48,0.0
NCBCP433089-v01-1-15mo_3_T1w,0.46,0.0
794626-BSLERP-20160106_3_T1w_Defaced,0.7,1.0
20161107-ST001-Elison_BSLERP_932286_04_01_MR-SE006-T1w,0.46,0.0
20190115-ST001-MNBCP458050-v02-1-10mo_MR-SE003-T1w,0.49,0.0
BCP-218663-15mo-v3_2_T1w,0.46,0.0
BSLERP_758451-20150603_2_T1w,0.52,1.0
20170109-ST001-Elison_BSLERP_838827_01_01_MR-SE002-T1w,0.57,1.0
20170309-ST001-Elison_BSLERP_231205_04_01_MR-SE003-T1w_Defaced,0.48,0.0
20190910-ST001-MNBCP839327-v02-1-12mo_MR-SE003-T1w,0.39,0.0
20150909-ST001-Elison_BSLERP_505499_01_01_MR-SE007-T1w_pt6_nofat,0.47,0.0
20180620-ST001-MNBCP710922-v01-2-1mo_MR-SE016-T1w,0.46,0.0
BSLERP_810675-20150812_7_T1w,0.52,1.0
NCBCP657965-v03-1-16mo_3_T1w,0.48,0.0
20170215-ST001-Elison_BSLERP_406768_01_01_MR-SE003-T1w_Defaced,0.48,0.0
20190501-ST001-MNBCP380056-1-1-1mo_MR-SE003-T1w,0.42,0.0
NCBCP036831-v02-1-14mo_6_T1w,0.87,1.0
20170326-ST001-Elison_BSLERP_597306_04_01_MR-SE002-T1w,0.5,0.0
NCBCP002081-v05-1-13mo-20180907_3_T1w,0.44,0.0
20150226-ST001-Elison_BSLERP_951984_1_1_MR-SE003-T1w,0.55,1.0
20170424-ST001-Elison_BSLERP_939785_02_01_MR-SE002-T1w_Defaced,0.5,0.0
20180108-ST001-MNBCP381606-v03-1-8mo_MR-SE003-T1w,0.43,0.0
20180621-ST001-MNBCP682023-v01-1-1mo_MR-SE003-T1w,0.6,1.0
20190507-ST001-MNBCP907184-v02-2-22mo_MR-SE002-T1w,0.44,0.0
NCBCP223244-v04-1-11mo-20181029_2_T1w,0.44,0.0
20160621-ST001-Elison_BSLERP_116845_04_01_MR-SE002-T1w_Defaced,0.48,0.0
20161220-ST001-Elison_BSLERP_116056_01_01_MR-SE006-T1w_Defaced,0.46,0.0
NCBCP340476-v05-1-22mo_3_T1w,0.46,0.0
NCBCP218663-v04-2-18mo_3_T1w,0.48,0.0
NCBCP556851-v01-1-34mo_3_T1w,0.36,0.0
NCBCP613137-v02-1-64mo_10_T1w,0.48,0.0
NCBCP505525-v01-2-2mo_2_T1w,0.42,0.0
932286-BSLERP-20160226_16_T1w,0.39,0.0
NCBCP605985-v01-1-2wk_2_T1w,0.47,0.0
BSLERP_995663-20150721_3_T1w,0.39,0.0
20160510-ST002-Elison_BSLERP_277762_04_01_MR-SE007-T1w,0.46,0.0
BCP-986700-44mo-v1-retry_9_T1w,0.92,1.0
NCBCP062519-v02-1-3mo_2_T1w,0.38,0.0
NCBCP036831-v02-1-14mo_3_T1w,0.43,0.0
BCP-862498-42mo-v1_10_T1w,0.48,0.0
BCP-417855-15mo-v1_2_T1w,0.4,0.0
NCBCP713347-v04-1-11mo_3_T1w,0.4,0.0
BSLERP_277066-20170110_3_T1w,0.46,0.0
20171022-ST001-MNBCP469900-v03-1-11mo_MR-SE002-T1w,0.66,1.0
NCBCP945890-v01-1-60mo_17_T1w,0.96,1.0
NCBCP657965-v05-1-22mo_3_T1w,0.51,1.0
20180929-ST001-MNBCP353374-v02-1-25mo_MR-SE002-T1w,0.47,0.0
20150407-ST001-Elison_BSLERP_455675_1_1_MR-SE003-T1w,0.44,0.0
20171218-ST001-MNBCP978698-v04-1-14mo_MR-SE012-T1w,0.86,1.0
20150724-ST001-Elison_BSLERP_738379_01_01_MR-SE003-T1w,0.52,1.0
NCBCP131198-v01-1-53mo_8_T1w,0.5,0.0
20180909-ST001-MNBCP981664-v05-1-14mo_MR-SE007-T1w,0.49,0.0
20170323-ST001-Elison_BSLERP_850013_06_01_MR-SE003-T1w,0.52,1.0
794626-BSLERP-20160329_8_T1w,0.56,1.0
NCBCP040221-v02-1-55mo_9_T1w,0.62,1.0
20191120-ST001-MNBCP315519-v01-1-11mo_MR-SE002-T1w,0.81,1.0
951984-BSLERP-20160121_2_T1w,0.45,0.0
20190417-ST001-MNBCP629130-v06-1-26mo_MR-SE004-T1w,0.42,0.0
BCP-111521-23mo-v2_3_T1w,0.45,0.0
NCBCP730727-v01-1-56mo_9_T1w,0.44,0.0
20170929-ST001-MNBCP116056-v04-1-12mo_MR-SE002-T1w,0.5,0.0
BCP-968715-37mo-v1_13_T1w,0.86,1.0
20181005-ST001-MNBCP706655-v03-1-15mo_MR-SE020-T1w,0.57,1.0
20181001-ST001-Elison_BSLERP_883901_06_01_MR-SE003-T1w,0.51,1.0
20170311-ST001-Elison_BSLERP_755330_04_01_MR-SE002-T1w,0.6,1.0
BSLERP_801091-20160913_2_T1w_Defaced,0.42,0.0
BSLERP_425428-20150609_2_T1w_Defaced,0.39,0.0
BCP-650295-67mo-v1_18_T1w,0.82,1.0
BCP-404835-52mo-v1_9_T1w,0.59,1.0
BCP-355327-67mo-v1_13_T1w,0.84,1.0
20160516-ST001-Elison_BSLERP_932286_02_02_MR-SE002-T1w,0.39,0.0
NCBCP439967-v02-1-55m_9_T1w,0.46,0.0
20161107-ST001-Elison_BSLERP_932286_04_01_MR-SE010-T1w_Defaced,0.99,1.0
20160510-ST002-Elison_BSLERP_277762_04_01_MR-SE006-T1w,0.45,0.0
20180328-ST001-MNBCP705639-v01-1-9mo_MR-SE003-T1w,0.38,0.0
NCBCP283899-v02-1-24mo_2_T1w,0.48,0.0
NCBCP518139-v02-1-12mo_3_T1w,0.43,0.0
BSLERP_986114-20150413_5_T1w_Defaced,0.4,0.0
BSLERP_470431-20161111_22_T1w,0.44,0.0
BCP-132476-6mo-v1_2_T1w,0.42,0.0
20171129-ST001-MNBCP786266-v06-1-24mo_MR-SE002-T1w,0.45,0.0
20200127-ST001-MNBCP779253-v03-1-16mo_MR-SE002-T1w,0.5,0.0
20171009-ST001-MNBCP381606-v02-1-5mo_MR-SE002-T1w,0.51,1.0
BCP-439967-42mo-v1_12_T1w,0.96,1.0
NCBCP960758-v04-2-12mo_3_T1w,0.42,0.0
NCBCP223244-v01-1-2mo_2_T1w,0.38,0.0
20161121-ST001-Elison_BSLERP_932286_04_02_MR-SE005-T1w_Defaced,0.75,1.0
NCBCP657965-v02-1-13mo-20190108_3_T1w,0.58,1.0
20190815-ST001-MNBCP907184-v03-1-28mo_MR-SE002-T1w,0.42,0.0
BCP-431010-64mo-v1_12_T1w,0.93,1.0
20180928-ST001-MNBCP914176-v01-1-16mo_MR-SE002-T1w,0.49,0.0
20191204-ST001-MNBCP470437-v03-1-7mo_MR-SE003-T1w,0.33,0.0
20180306-ST001-MNBCP801091-v06-1-24mo_MR-SE003-T1w,0.48,0.0
20160922-ST001-Elison_BSLERP_786266_03_01_MR-SE003-T1w,0.44,0.0
20180419-ST001-MNBCP372377-v02-1-5mo_MR-SE003-T1w,0.45,0.0
20180327-ST001-MNBCP-709477-v01-1-12mo_MR-SE003-T1w,0.44,0.0
20150914-ST001-Elison_BSLERP_951984_05_03_MR-SE007-T1w,0.55,1.0
NCBCP868724-v08-1-26mo_2_T1w,0.42,0.0
NCBCP505525-v01-2-2mo_3_T1w,0.37,0.0
BCP-388560-2mo-v1_3_T1w,0.5,0.0
20170906-ST001-MNBCP684448-v01-1-2mo_MR-SE003-T1w,0.43,0.0
NCBCP244734-v01-1-2wk_3_T1w,0.42,0.0
20151021-ST001-Elison_BLSERP_455675_03_01_MR-SE003-T1w,0.48,0.0
20180725-ST001-MNBCP372377-v03-1-8mo_MR-SE003-T1w,0.36,0.0
BSLERP_425428-20150609_3_T1w,0.44,0.0
NCBCP294064-v04-1-34mo_3_T1w,0.39,0.0
20190420-ST001-MNBCP648669-v03-1-9mo_MR-SE003-T1w,0.42,0.0
20190911-ST001-MNBCP985303-v03-1-27mo_MR-SE013-T1w,0.44,0.0
NCBCP562893-v01-1-53mo_8_T1w,0.62,1.0
20150220-ST001-Elison_BSLERP_716498_2_1_MR-SE010-T1w,0.45,0.0
20190914-ST001-MNBCP261266-v03-2-29mo_MR-SE004-T1w,0.52,1.0
NCBCP197622-v02-1-3mo_3_T1w,0.78,1.0
NCBCP557468-v02-1-60mo_7_T1w,0.9,1.0
NCBCP868724-v01-1-2mo_3_T1w,0.59,1.0
BCP354307-2wk-v1_3_T1w_Defaced,0.68,1.0
20150615-ST001-Elison_BLSERP_272097_02_01_MR-SE003-T1w,0.46,0.0
20171218-ST001-MNBCP978698-v04-1-14mo_MR-SE013-T1w,0.86,1.0
20180111-ST001-MNBCP477045-v01-1-10mo_MR-SE003-T1w,0.54,1.0
NCBCP564264-v01-1-20mo_2_T1w,0.43,0.0
NCBCP382287-v04-1-9mo_2_T1w,0.46,0.0
20160303-ST002-ELISON_BSLERP_761247_01_01_MR-SE007-T1w,0.83,1.0
BCP-294064-16mo-v1-retry_15_T1w,0.45,0.0
20160404-ST001-Elison_BSLERP_960370_01_02_MR-SE003-T1w,0.44,0.0
20151019-ST001-_Elison_BSLERP_138813_03_01_MR-SE004-T1w,0.51,1.0
NCBCP657965-v05-1-22mo_2_T1w,0.46,0.0
MNBCP277066-v01-1-4mo-20160916_4_T1w,0.98,1.0
20170519-ST001-Elison_BSLERP_752770_02_01_MR-SE003-T1w,0.47,0.0
MNBCP940808-v03-1-9mo-20170731_2_T1w,0.89,1.0
NCBCP986700-v01-1-44mo-20161201_8_T1w,0.94,1.0
20180810-ST001-MNBCP261266-v01-1-17mo_MR-SE003-T1w,0.46,0.0
20160620-ST001-Elison_BSLERP_786266_02_01_MR-SE002-T1w,0.46,0.0
20170417-ST001-Elison_BSLERP_704148_01_02_MR-SE002-T1w,0.9,1.0
20170423-ST001-Elison_BSLERP_824479_01_01_MR-SE003-T1w,0.42,0.0
20180509-ST001-MNBCP933910-v03-1-15mo_MR-SE003-T1w,0.48,0.0
20170217-ST002-Elison_BSLERP_752770_01_01_MR-SE002-T1w,0.58,1.0
20151109-ST001-Elison_BSLERP_277762_02_01_MR-SE006-T1w,0.54,1.0
MNBCP406768-v03-1-9mo-20170803_2_T1w,0.42,0.0
NCBCP340476-v03-1-16mo_2_T1w,0.46,0.0
NCBCP223244-v03-1-8mo_2_T1w,0.41,0.0
20180621-ST001-MNBCP682023-v01-1-1mo_MR-SE002-T1w,0.64,1.0
20151111-ST001-Elison_BSLERP_888211_03_01_MR-SE002-T1w,0.49,0.0
BCP-607764-15mo-v1_2_T1w,0.44,0.0
NCBCP820360-v01-1-56mo-20170202_14_T1w,0.48,0.0
BCP-613137-52mo-v1_9_T1w,0.48,0.0
BSLERP_231205-20161209_3_T1w_Defaced,0.58,1.0
20180108-ST001-MNBCP381606-v03-1-8mo_MR-SE002-T1w,0.47,0.0
20180625-ST001-MNBCP805063-v06-2-24mo_MR-SE002-T1w,0.48,0.0
NCBCP404835-v02-2-65mo_18_T1w,0.95,1.0
20160503-ST001-Elison_BSLERP_995663_04_01_MR-SE003-T1w,0.62,1.0
BSLERP_470431-20161111_22_T1w_Defaced,0.42,0.0
BCP-040221-42mo-v1_13_T1w,0.53,1.0
BCP-456907-6mo-v2_2_T1w,0.43,0.0
20180509-ST001-MNBCP933910-v03-1-15mo_MR-SE002-T1w,0.48,0.0
BCP-439967-42mo-v1_19_T1w,0.88,1.0
20171024-ST001-MNBCP908191-v01-2-16mo_MR-SE003-T1w,0.59,1.0
NCBCP605985-v02-1-3mo_2_T1w,0.57,1.0
NCBCP418793-v07-1-32mo_2_T1w,0.4,0.0
BCP-986700-44mo-v1-retry_2_T1w,0.77,1.0
20160609-ST001-ELISON_BSLERP_755330_04_01_MR-SE003-T1w_Defaced,0.44,0.0
NCBCP036831-v05-1-23mo_2_T1w,0.45,0.0
20170511-ST001-Elison_BSLERP_879509_02_01_MR-SE003-T1w,0.52,1.0
932286-BSLERP-20160210_3_T1w,0.41,0.0
518969-BSLERP-20160127_3_T1w,0.34,0.0
20160621-ST001-Elison_BSLERP_116845_04_01_MR-SE002-T1w,0.53,1.0
NCBCP051407-v06-1-26mo_2_T1w,0.37,0.0
NCBCP494244-v02-1-26mo_3_T1w,0.42,0.0
MNBCP914176-v01-1-16mo-20180928_2_T1w,0.49,0.0
NCBCP548074-v01-1-34mo_2_T1w,0.35,0.0
20171026-ST001-MNBCP939785-v04-1-12mo_MR-SE002-T1w,0.42,0.0
20180713-ST001-MNBCP380510-v01-1-19mo_MR-SE002-T1w,0.45,0.0
NCBCP011228-v01-1-9mo_2_T1w,0.51,1.0
20190222-ST001-MNBCP759162-v01-1-17mo_MR-SE003-T1w,0.48,0.0
NCBCP036831-v02-1-14mo_2_T1w,0.4,0.0
NCBCP200474-v06-1-24mo_2_T1w,0.42,0.0
BCP-197622-2wk-v1_6_T1w,0.81,1.0
NCBCP011228-v04-1-18mo-20180910_2_T1w,0.4,0.0
20170323-ST001-Elison_BSLERP_850013_06_01_MR-SE002-T1w,0.49,0.0
20180603-ST001-MNBCP627391-v03-1-8mo_MR-SE002-T1w,0.45,0.0
NCBCP161437-v01-1-11mo_2_T1w,0.52,1.0
20180209-ST001-MNBCP938316-v01-1-2mo_MR-SE002-T1w,0.42,0.0
20150331-ST001-Elison_BSLERP_890518_1_1_MR-SE003-T1w,0.51,1.0
20170215-ST001-Elison_BSLERP_406768_01_01_MR-SE003-T1w,0.51,1.0
20180116-ST001-MNBCP469900-v04-1-14mo_MR-SE002-T1w,0.44,0.0
20190725-ST001-MNBCP236452-v02-1-12mo_MR-SE002-T1w,0.44,0.0
NCBCP216852-v01-1-2mo_2_T1w,0.5,0.0
20171102-ST001-MNBCP406768-v04-1-12mo_MR-SE002-T1w,0.42,0.0
20191102-ST001-MNBCP648669-v03-2-15mo_MR-SE002-T1w,0.45,0.0
NCBCP418009-v02-1-65mo_9_T1w,0.43,0.0
20170414-ST001-Elison_BSLERP_295081_01_01_MR-SE027-T1w,0.57,1.0
20180909-ST001-MNBCP981664-v05-1-14mo_MR-SE006-T1w,0.49,0.0
20170504-ST001-Elison_BSLERP_198202_01_01_MR-SE003-T1w,0.4,0.0
20171113-ST001-MNBCP933910-v01-1-9mo_MR-SE002-T1w,0.46,0.0
20170902-ST001-MNBCP981854-v02-1-4mo_MR-SE003-T1w,0.36,0.0
BCP-218663-12mo-v2_2_T1w,0.97,1.0
NCBCP036831-v02-1-14mo_7_T1w,0.81,1.0
BSLERP_277762-20170207_2_T1w,0.46,0.0
20170911-ST001-MNBCP981664-v01-1-2mo_MR-SE002-T1w,0.42,0.0
20170215-ST001-Elison_BSLERP_406768_01_01_MR-SE012-T1w,0.82,1.0
NCBCP395568-v03-1-15mo_3_T1w,0.38,0.0
20170521-ST001-Elison_BSLERP_518969_06_01_MR-SE002-T1w_Defaced,0.46,0.0
20190417-ST001-MNBCP629130-v06-1-26mo_MR-SE003-T1w,0.42,0.0
BCP-418009-53mo-v1_9_T1w,0.49,0.0
20160430-ST001-Elison_BSLERP_786266_04_01_MR-SE003-T1w,0.56,1.0
NCBCP266394-v03-1-28mo_3_T1w,0.42,0.0
20180313-ST001-MNBCP684448-v03-1-8mo_MR-SE002-T1w,0.48,0.0
NCBCP758603-v09-1-43mo_3_T1w,0.55,1.0
20161220-ST001-Elison_BSLERP_116056_01_01_MR-SE006-T1w,0.48,0.0
NCBCP945890-v01-1-60mo_8_T1w,0.97,1.0
BCP-968242-64mo-v1_9_T1w,0.46,0.0
NCBCP051407-v01-1-9mo_3_T1w,0.38,0.0
NCBCP266394-v03-1-28mo_2_T1w,0.43,0.0
20180602-ST001-MNBCP469090-v02-1-12mo_MR-SE003-T1w,0.46,0.0
BCP-758603-13mo-v2_7_T1w,0.51,1.0
BCP-865900-6mo-v1_2_T1w,0.47,0.0
MNBCP124529-v02-1-25mo-20181115_2_T1w,0.49,0.0
20150914-ST001-Elison_BSLERP_951984_05_03_MR-SE002-T1w,0.88,1.0
20170430-ST001-Elison_BSLERP_816406_01_01_MR-SE002-T1w,0.39,0.0
NCBCP779604-v05-1-12mo_6_T1w,0.5,0.0
20180711-ST001-MNBCP706050-v01-1-20mo_MR-SE002-T1w,0.48,0.0
BCP-137012-10mo-v1_3_T1w,0.41,0.0
20160421-ST001-Elison_BSLERP_518969_3_1_MR-SE007-T1w,0.38,0.0
BSLERP_334324-20150817_3_T1w,0.81,1.0
20180907-ST001-MNBCP544404-v02-2-24mo_MR-SE003-T1w,0.69,1.0
NCBCP732627-v01-1-2mo_2_T1w,0.5,0.0
MNBCP940808-v03-1-9mo-20170731_4_T1w,0.44,0.0
NCBCP562893-v01-1-53mo_13_T1w,0.95,1.0
20170823-ST001-MNBCP661045-v01-1-18mo_MR-SE002-T1w,0.46,0.0
NCBCP011228-v02-1-12mo_3_T1w,0.46,0.0
20180424-ST001-MNBCP617942-v01-1-19mo_MR-SE002-T1w,0.5,0.0
20170414-ST001-Elison_BSLERP_295081_01_01_MR-SE002-T1w_Defaced,0.43,0.0
20150520-ST001-Elison_BSLERP_987008_2_1_MR-SE003-T1w,0.4,0.0
20161220-ST001-Elison_BSLERP_116056_01_01_MR-SE007-T1w,0.42,0.0
BSLERP_243511-20151217_3_T1w_Defaced,0.48,0.0
NCBCP820360-v01-1-56mo-20170202_13_T1w,0.45,0.0
BSLERP_662338-20150312_3_T1w,0.42,0.0
20170911-ST001-MNBCP981664-v01-1-2mo_MR-SE003-T1w,0.45,0.0
20170117-ST001-Elison_BSLERP_683099_01_01_MR-SE006-T1w,0.73,1.0
20160303-ST002-ELISON_BSLERP_761247_01_01_MR-SE006-T1w,0.79,1.0
987008-BSLERP-20160914_3_T1w,0.55,1.0
BCP-017541-10mo-v1_7_T1w,0.55,1.0
20170424-ST001-Elison_BSLERP_939785_02_01_MR-SE003-T1w_Defaced,0.38,0.0
BCP-439967-42mo-v1_18_T1w,0.93,1.0
20180720-ST001-MNBCP204659-v03-2-16mo_MR-SE002-T1w,0.61,1.0
20170309-ST001-Elison_BSLERP_231205_04_01_MR-SE002-T1w_Defaced,0.46,0.0
222881-BSLERP-20150618_3_T1w_Defaced,0.5,0.0
NCBCP011228-v06-1-24mo_6_T1w,0.45,0.0
20171122-ST001-MNBCP107842_v01-1-19mo_MR-SE002-T1w,0.48,0.0
BCP-675674-11mo-v1_7_T1w,0.43,0.0
NCBCP946858-v01-1-19mo_3_T1w,0.52,1.0
20151103-ST001-Elison_BSLERP_810675_03_01_MR-SE004-T1w,0.53,1.0
BSLERP_810675-20150812_3_T1w_Defaced,0.68,1.0
20180324-ST001-MNBCP706655-v01-1-9mo_MR-SE002-T1w,0.82,1.0
BSLERP_888211-20150504_2_T1w,0.47,0.0
20160303-ST002-ELISON_BSLERP_761247_01_01_MR-SE002-T1w,0.66,1.0
NCBCP793775-v01-1-2wk_2_T1w,0.44,0.0
20170326-ST001-Elison_BSLERP_597306_04_01_MR-SE003-T1w_Defaced,0.51,1.0
MNBCP887679-v01-1-1mo-20180617_3_T1w,0.48,0.0
NCBCP774004-v02-1-24mo_3_T1w,0.41,0.0
20180323-ST001-MNBCP381606-v04-1-11mo_MR-SE003-T1w,0.53,1.0
MNBCP536876-v01-1-16mo-20181119_16_T1w,0.44,0.0
BCP-266394-15mo-v1_2_T1w,0.43,0.0
BCP-218663-12mo-v2_3_T1w,0.95,1.0
20170628-ST001-Elison_BSLERP_883901_03_2_MR-SE002-T1w,0.48,0.0
20170414-ST001-Elison_BSLERP_295081_01_01_MR-SE028-T1w_Defaced,0.6,1.0
20171030-ST001-MNBCP940808-v04-1-12mo_MR-SE002-T1w,0.58,1.0
